participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,hi again,1492671234.88113
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,hi,1492671237.20289
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,again,1492671241.82444
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,e? ,1492671242.07527
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,i,1492671242.9841
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B, ,1492671246.48654
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,okay,1492671250.6005
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,lesdoo,1492671255.38885
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,i think you are right on this one,1492671259.24003
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,ok try e,1492671265.72763
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,try o?,1492671266.82318
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,nooo,1492671271.37974
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,This sound was flat,1492671272.05566
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,o?,1492671273.39022
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,no i mean o,1492671274.72883
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,had forgotten how stupid these souuund,1492671276.1569
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,o or u,1492671277.51781
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,ups,1492671278.01189
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,o,1492671278.88453
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,I think,1492671279.63528
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Could be any of them ..................,1492671281.2181
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,mushed i,1492671290.79991
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,ii,1492671291.22154
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,go for i,1492671296.15507
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I feel like it was more of an u than an o,1492671297.53508
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Should we try u?,1492671312.66044
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,you there ? ,1492671314.31004
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Yes,1492671315.76157
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,can go for e,1492671317.81348
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,can o,1492671319.69717
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,e is alwayz good,1492671321.32206
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,oh,1492671321.93802
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,damn,1492671323.00878
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,ë,1492671323.14865
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I feel the e,1492671334.3255
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I think the system crashed!,1492671336.18634
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,i am not sure ,1492671339.5989
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,ee,1492671341.15915
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,yea,1492671341.36325
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,I feel like i never hear u,1492671346.4947
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,can,1492671348.62479
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"Okay, because I also think e or i",1492671348.6328
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,aagh,1492671348.91686
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I forget the sound completely!,1492671351.35938
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,idunnpo,1492671351.87055
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Any opinion?,1492671356.31073
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Getting tired.........,1492671356.68194
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,u i think,1492671357.05085
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Me too,1492671357.42154
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,it was u probably,1492671360.605
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,e?,1492671361.2467
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,notsur,1492671361.72097
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"But to me, it could just as well be either one",1492671362.00831
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,I don't know anymore,1492671362.62701
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,yeah probs not e,1492671363.72746
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Okay (Y),1492671365.36748
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,ok u,1492671368.55984
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,perhaås,1492671369.35095
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,ill go for u,1492671374.41334
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,70-30,1492671385.28095
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,i heard oouh,1492671386.12523
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Should we try e then?,1492671386.13724
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,okay,1492671390.31776
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,lets go u ,1492671392.28072
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,agree,1492671397.41118
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,(Y),1492671397.57018
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,how about a mushed upo i?,1492671400.00632
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,lets try u then,1492671405.23717
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,dont know,1492671406.75293
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,uu intriguing,1492671407.14638
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,ok,1492671408.58611
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,(was an e before :) ),1492671411.12588
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,feels like u. But I don't trust that instinct anymore,1492671416.05605
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,50 50 ,1492671417.11207
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,i like i,1492671419.30608
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Completely 50-50,1492671419.62436
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,upo i gogo,1492671420.19021
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,ee,1492671431.56515
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,uu,1492671434.10864
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,intrigued,1492671435.94236
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I choose at random between the two,1492671435.9984
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Should we go e?,1492671439.50151
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,letd so e,1492671440.16566
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I think this was the æ sound,1492671443.42509
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,lets go with u ,1492671446.28685
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,"we can go e, but it could be both ",1492671448.59538
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"okay, because I heard the previous three as the same",1492671457.74916
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,wat,1492671460.96576
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Let us try e. No point in discussing it when noone knows,1492671463.05968
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,i is good,1492671468.37766
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,(y) ,1492671468.96622
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,okay,1492671471.49277
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,i?,1492671481.62492
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,We should go with e,1492671481.7195
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,could be u,1492671483.50661
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,i heared i as well in the end,1492671488.70787
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"o again, I think",1492671492.60517
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I think it's different. The previous ones i heard more like the orh,1492671494.68179
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,let's i nit,1492671497.02721
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I think U is more likely,1492671497.08876
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,80-20 ,1492671497.34442
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,sound,1492671499.08091
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,U it is! :D,1492671501.85118
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,sounds right,1492671504.80133
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,lets try o,1492671507.4009
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,hmm ok,1492671516.73399
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,if it is not e it must be o or u,1492671516.86816
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,oo,1492671517.91066
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Hmm 60-40,1492671530.15197
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,yes but i really dont know,1492671533.05796
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I was in doubt,1492671533.54016
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Haha everytime,1492671533.57971
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,65-35,1492671536.40319
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,try o?,1492671537.37829
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,I wanna go with u ,1492671537.96048
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,same question,1492671539.78663
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,O it is!,1492671543.30923
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,e,1492671544.19412
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,(y) ,1492671548.65006
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,It was not as flat as the o,1492671550.79752
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"I dont want to repeat myself, but - o again, I think :D",1492671552.24194
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,ekey,1492671552.6907
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Ok ,1492671553.13457
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,not sure there really was ouh sound but i did not hear øh either,1492671554.16252
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,we can try?,1492671559.38936
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Ok :),1492671560.72596
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,5-5,1492671568.15372
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,think u but hard,1492671568.22505
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,this one strange,1492671570.33481
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,my god the all sound alike,1492671570.73069
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Think it was the same sound as before maybe?,1492671573.53187
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Try O,1492671575.30454
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,omg,1492671579.58352
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,8Y) ,1492671581.27998
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,I do believe,1492671582.09617
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Can it really be o again? :D :D,1492671583.74775
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,that is the point,1492671585.10352
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,I also think the øh was a bit off. Try o?,1492671585.96101
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,let's o,1492671589.97032
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,I would say so :D,1492671593.0965
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,why else would we be discussin,1492671595.33141
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,e,1492671595.33939
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,I dont dare to break it,1492671595.65683
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,?,1492671596.88122
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,ookay,1492671598.13278
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,ok lets try that,1492671598.89629
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Was this an 'æhh' or a short 'ouh',1492671604.5292
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,"Yeah, lets try e.",1492671606.96546
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,To me it sounded like the æh sound,1492671620.67242
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,wasn't that the same sound twice?,1492671621.59377
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Then let's go with e!,1492671627.72499
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,mayhaps,1492671627.83373
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,can do o,1492671629.59883
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,very not usr,1492671635.2465
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,eokj,1492671636.68818
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,o,1492671637.13304
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,"hmm, o or u i think",1492671649.81743
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,e ok,1492671653.85994
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,I am not at all suer,1492671654.85182
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,aw man,1492671655.58313
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,sorry you were right on the other one,1492671656.51539
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,sure*,1492671657.15001
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,That was a u turning into an i .......,1492671658.18318
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,no idea about this one,1492671658.71355
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,yeah,1492671667.24306
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,o and e ,1492671668.05052
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I think O is more liekly,1492671669.93401
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,o = ,1492671676.63278
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Go O!,1492671676.78376
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,yeah i also considered o we can try that,1492671679.81065
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,I try u,1492671681.9798
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Me neither. I think i heard it as an y sound and i feel like that is usually the i,1492671682.21357
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,ok,1492671684.97292
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"Okay, let's do that",1492671691.72533
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,cool,1492671692.03794
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,i press o,1492671698.58147
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I heard i and u as well,1492671703.54763
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,could be u,1492671707.36994
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,55-45,1492671707.73027
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Same.,1492671712.06119
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,But U maybe?,1492671719.96315
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"this sounded the same as the previous one, but it wasnt u nor i, so dont know anymore :D",1492671727.16732
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,sure,1492671734.35172
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,was it the same sound?,1492671735.82105
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Pick a random,1492671736.29342
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,wow i'm lost here,1492671738.57893
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,You're right,1492671738.8698
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,ok,1492671742.61632
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,"maybe so, then we should try something other than o",1492671757.02271
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Really not sure!,1492671760.81256
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Any of the four really,1492671764.34425
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,u then ,1492671764.80874
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Yes,1492671768.23111
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,but I dont think it was e,1492671777.21302
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,should we try u?,1492671780.3411
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I heard it as a ø,1492671782.74786
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,ok,1492671784.97552
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,But you are usually right about o :d ,1492671787.67827
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I did not hear o :P,1492671790.45526
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,was it the same?,1492671790.48318
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"okay, I think o is the way to go",1492671798.7853
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Don't know what that corresponds to,1492671798.9
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,"I think so, just more distorted",1492671801.05558
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Ok,1492671802.72271
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,i tehn,1492671805.25156
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,(Y),1492671807.28612
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,then*,1492671807.3859
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"maybe, but not everytime :D",1492671812.02068
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,haha this is so hard!,1492671826.91633
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,I guess it was more o than e tho,1492671828.6293
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,I really have no idea,1492671833.40096
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Did not hear this as anything,1492671833.97859
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Almost. We're in the 70% O condition,1492671835.95459
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,5-5,1492671841.31308
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,o?,1492671843.60052
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,(y) ,1492671847.00459
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,i feel like i though,1492671847.33753
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,try i? ,1492671849.73637
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,No it was rather difficult. I just sounded like a mixture,1492671854.39948
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Yep,1492671860.84535
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,u?,1492671862.92472
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,"ok, then we should give that a try",1492671862.99848
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,was first going for i ,1492671865.72254
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"haha, again",1492671866.29403
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,O*,1492671868.38646
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,cool,1492671869.31846
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I was really close to choosing u first!,1492671873.07086
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Should we try a third one - o or u?,1492671875.53095
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,E or O or U haha,1492671877.26992
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,This does not helpæ,1492671880.53126
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,What do you think?,1492671884.95733
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I meant O or e,1492671889.28007
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,sorry,1492671893.38698
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,Ill try my luck with o,1492671893.8833
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"yes, then i think e",1492671898.48971
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Ok,1492671901.53825
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,"no clue, either is okay",1492671904.76499
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,"Hmm, u?",1492671911.5914
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,yea,1492671917.50261
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,I seem to really like o :D,1492671920.57801
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,you decide,1492671926.75394
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,final o,1492671931.34024
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,ok,1492671933.70421
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,lets sau u then,1492671952.63697
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,ok,1492671957.86974
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,no clue,1492676675.00204
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,"not too sure, you might be right",1492676677.85224
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,go for u?,1492676685.70049
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,alright,1492676690.88259
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,this is quite hard..,1492676731.68925
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,yeeep,1492676735.01603
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,could be both..,1492676740.20817
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,Im not sure at all,1492676740.7053
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,neither was right last time,1492676752.58074
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,ha,1492676756.23269
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,so lets just guess,1492676760.98406
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,take e?,1492676773.88436
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,try e?,1492676775.472
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,lets go for it,1492676778.24999
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,i have problems with O and E. You are probably correct :),1492676785.34768
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,To me it sounded either qas an o or an e ,1492676798.22678
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,as*,1492676811.19787
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,it was different from the benchmarks so I*m not quite sure,1492676816.43772
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,i think youre right,1492676819.06836
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"Haha I do too! Just thought it was a little different from the one before, but I am 50 50",1492676820.17004
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,alright,1492676824.54056
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,It sounded like no vowel really,1492676827.8034
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,but I*m pretty sure it's not o,1492676844.08721
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,lets say O to this then :) ,1492676848.43255
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"hah, should we go with mine then ? I feel a little confident :)",1492676849.60329
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,ok!,1492676852.60489
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I was between e and i,1492676854.28428
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"Okay, can we change it to e then? ",1492676878.11874
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I think if you think e or o and I think e or i maybe we should go with e,1492676878.38298
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,i think youre right,1492676883.7009
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,yes,1492676884.13471
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,alright,1492676892.84737
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"Okay, you make the input then",1492676901.54384
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,jup,1492676909.87203
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"hmmm, this is tricky too!",1492676911.67177
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,not sure,1492676920.00722
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,which one should we go with? :),1492676921.26935
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,Me neither,1492676926.25291
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,but I would go for 3,1492676929.93631
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,e,1492676930.73851
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,okay,1492676933.49546
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"you answered I, right?? ",1492676946.33979
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"I felt that the I-sound was a bit more ""claer"" compared to this one. Maybe",1492676973.84707
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,clear,1492676981.23095
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I have no idea!!,1492676985.56434
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Hmm what do you think?,1492676986.22382
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,it sounds like the first one I think,1492676988.54415
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"ok, so we say i?",1492676992.37835
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,which was i,1492676992.86011
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,We can just go with yours :-),1492676995.10796
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Yeah,1492676995.9898
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,no clue,1492676998.76474
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,me neither,1492676999.58122
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I pressed u this time,1492677002.54472
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,probably u,1492677004.87897
